order_id,delivery_type,region_type,payment_type,package_size,traffic_level,weather_condition,dispatch_shift,is_weekend,is_holiday,fragile_item,requires_call_before_delivery,order_value,items_count,delivery_distance_km,promised_hours,minutes_since_order,warehouse_backlog,courier_experience_months,courier_load_today,historical_late_rate,previous_failed_deliveries,address_quality_score,route_complexity,customer_priority_score,simulated_late_probability,simulated_risk_segment,is_late_delivery
ORD-101278,same_day,residential,card_on_delivery,small,normal,rain,day,False,False,False,False,1109.09,4,7.05,4.7,130,5,28.3,8,0.13,0,0.851,3.16,3,0.4569,medium,0
ORD-101279,express,suburb,prepaid,large,normal,rain,day,False,False,True,True,3930.79,5,15.43,20.1,348,6,15.5,7,0.329,0,0.887,2.63,2,0.6068,medium,1
ORD-101280,standard,suburb,prepaid,medium,normal,clear,morning,False,False,False,True,10947.98,3,9.16,47.0,891,4,32.0,6,0.158,0,0.836,2.46,2,0.0344,low,0
ORD-101281,standard,residential,prepaid,medium,high,clear,evening,False,False,False,False,2268.88,3,10.0,49.1,1255,7,17.8,5,0.166,0,0.785,4.48,2,0.0656,low,0
ORD-101282,standard,residential,card_on_delivery,bulky,normal,clear,morning,False,False,False,False,5624.51,3,10.18,44.5,771,3,26.2,7,0.401,0,0.585,1.62,1,0.0747,low,0
ORD-101283,express,residential,card_on_delivery,medium,normal,rain,day,False,True,False,False,2196.27,3,3.45,13.3,360,7,20.7,8,0.163,1,0.905,3.57,2,0.5498,medium,0
ORD-101284,scheduled,residential,prepaid,medium,normal,clear,morning,False,False,False,False,7391.86,5,6.76,76.5,1678,7,62.3,19,0.063,1,0.602,1.42,3,0.0278,low,0
ORD-101285,scheduled,remote_area,prepaid,medium,normal,clear,evening,False,False,False,False,2769.0,5,25.89,75.3,1129,3,50.8,8,0.33,1,0.655,4.99,1,0.0822,low,0
ORD-101286,standard,suburb,prepaid,small,normal,clear,day,False,False,True,False,4452.44,3,13.35,49.5,1259,4,26.9,9,0.171,0,0.806,3.26,1,0.064,low,0
ORD-101287,standard,industrial,prepaid,small,normal,clear,evening,False,False,False,False,2836.0,3,17.36,45.5,708,2,43.3,6,0.035,0,0.911,3.1,1,0.0087,low,0
ORD-101288,standard,residential,prepaid,bulky,high,clear,morning,False,False,False,False,2073.99,4,16.4,45.2,556,7,24.7,16,0.4,1,0.828,4.3,2,0.7635,high,1
ORD-101289,express,residential,prepaid,medium,low,rain,day,False,False,False,False,860.92,5,7.87,14.0,254,3,13.2,7,0.173,0,0.787,2.26,4,0.259,low,0
ORD-101290,express,suburb,cash_on_delivery,medium,normal,clear,day,True,False,False,False,1373.47,3,10.47,17.6,264,10,75.0,10,0.058,0,0.855,2.41,2,0.438,medium,1
ORD-101291,express,residential,prepaid,medium,normal,clear,day,False,False,False,True,2954.83,5,15.18,19.3,323,1,2.1,4,0.199,0,0.593,4.69,3,0.4324,medium,0
ORD-101292,express,city_center,card_on_delivery,large,normal,storm,morning,True,False,False,True,5097.87,3,5.46,16.6,262,13,5.3,9,0.083,0,0.775,4.72,4,0.8218,high,1
ORD-101293,standard,residential,cash_on_delivery,large,normal,clear,day,False,False,True,False,14625.17,3,7.25,52.6,723,7,35.6,6,0.289,3,0.957,3.26,4,0.2841,low,0
ORD-101294,standard,suburb,prepaid,small,normal,clear,day,True,False,False,False,2465.48,4,8.18,41.4,407,11,2.8,8,0.186,1,0.742,2.85,2,0.35,low,0
ORD-101295,standard,suburb,cash_on_delivery,small,normal,rain,evening,True,False,False,True,2258.1,3,12.49,50.5,1114,7,17.1,4,0.177,4,0.758,3.6,4,0.3449,low,0
ORD-101296,standard,residential,prepaid,medium,high,clear,day,True,False,False,False,1347.83,3,1.83,47.6,1005,10,27.3,4,0.165,0,0.845,2.53,1,0.0393,low,0
ORD-101297,standard,industrial,prepaid,small,low,storm,morning,False,False,False,False,6916.53,4,23.72,48.2,1015,4,10.5,7,0.324,0,0.658,7.09,1,0.5427,medium,1
ORD-101298,express,residential,prepaid,medium,normal,clear,morning,True,False,False,False,5589.27,5,10.54,9.4,182,6,11.6,7,0.292,0,0.966,3.72,1,0.416,medium,1
ORD-101299,standard,residential,prepaid,small,high,snow,morning,True,False,False,False,5092.87,4,17.43,45.8,626,6,59.2,9,0.241,0,0.558,5.86,1,0.5852,medium,0
ORD-101300,standard,city_center,cash_on_delivery,small,normal,clear,morning,True,False,False,True,4714.98,3,8.22,44.4,892,5,6.1,4,0.53,3,0.95,2.47,2,0.1191,low,0
ORD-101301,express,industrial,card_on_delivery,bulky,normal,clear,evening,False,False,False,False,2751.97,3,16.41,21.9,329,3,24.3,2,0.063,1,0.758,3.74,1,0.1576,low,0
ORD-101302,same_day,residential,card_on_delivery,large,normal,clear,evening,False,False,False,False,10085.26,4,17.08,4.1,59,6,16.4,12,0.082,1,0.55,5.42,3,0.8009,high,0
ORD-101303,standard,residential,prepaid,medium,normal,clear,morning,False,False,True,False,2033.44,3,5.45,42.3,349,6,13.2,7,0.108,0,0.951,1.9,2,0.0714,low,0
ORD-101304,same_day,residential,cash_on_delivery,small,low,clear,evening,True,False,False,False,2551.99,1,12.74,7.0,161,9,18.1,9,0.387,1,0.658,2.2,3,0.7952,high,1
ORD-101305,scheduled,suburb,prepaid,bulky,normal,clear,morning,True,False,False,False,1698.94,5,18.57,74.9,1063,9,20.5,8,0.105,1,0.923,4.72,1,0.0217,low,0
ORD-101306,express,industrial,prepaid,medium,normal,clear,evening,True,False,True,False,3305.49,2,13.22,20.0,421,7,7.1,8,0.124,1,0.88,2.53,3,0.3565,low,0
ORD-101307,express,residential,cash_on_delivery,bulky,low,clear,morning,False,False,False,True,2035.43,4,13.5,17.9,203,8,15.4,5,0.11,0,0.775,1.48,1,0.3337,low,1
ORD-101308,standard,remote_area,prepaid,small,normal,clear,day,True,True,False,False,2270.98,2,21.14,50.3,721,12,28.4,6,0.424,2,0.585,4.92,3,0.7797,high,0
ORD-101309,scheduled,city_center,prepaid,small,low,clear,evening,False,False,False,True,1480.45,2,4.62,69.0,1641,5,4.2,6,0.125,1,0.64,2.07,3,0.0073,low,0
ORD-101310,standard,city_center,prepaid,medium,normal,clear,morning,False,False,False,False,1774.3,3,3.23,48.9,1095,1,9.4,13,0.041,0,0.899,2.59,1,0.0878,low,1
ORD-101311,scheduled,suburb,prepaid,large,low,rain,morning,False,False,False,False,1089.59,2,12.03,73.4,1784,4,36.3,9,0.162,1,0.849,2.62,2,0.039,low,0
ORD-101312,express,suburb,card_on_delivery,small,high,storm,evening,False,False,False,False,4762.64,6,12.42,18.0,283,9,2.0,8,0.154,0,0.842,6.0,3,0.9108,high,1
ORD-101313,standard,residential,prepaid,small,severe,clear,evening,False,False,False,True,1907.07,3,7.39,46.8,597,4,21.0,11,0.279,2,0.642,4.94,2,0.2781,low,0
ORD-101314,standard,residential,cash_on_delivery,medium,severe,storm,evening,False,False,False,True,12190.35,3,11.51,45.2,915,5,9.3,9,0.168,1,0.868,5.77,2,0.6998,high,1
ORD-101315,express,residential,prepaid,bulky,normal,rain,day,False,False,False,False,7407.36,4,10.77,16.1,164,2,14.3,5,0.115,0,0.5,2.37,2,0.2326,low,0
ORD-101316,express,residential,card_on_delivery,large,normal,snow,morning,False,False,False,True,3836.27,6,6.91,21.2,317,6,42.0,6,0.083,0,0.703,3.4,1,0.3576,low,1
ORD-101317,standard,suburb,card_on_delivery,large,high,clear,day,False,False,False,True,5583.55,5,11.15,45.8,652,4,23.5,4,0.504,5,0.938,3.01,1,0.4645,medium,1
ORD-101318,same_day,remote_area,card_on_delivery,medium,high,clear,evening,False,False,False,True,6931.84,1,27.15,4.9,125,8,79.0,13,0.278,1,0.591,5.65,2,0.9383,high,1
ORD-101319,same_day,residential,prepaid,large,normal,rain,morning,False,False,False,False,2511.89,4,10.81,8.0,118,3,9.5,2,0.159,1,0.958,3.55,1,0.7251,high,1
ORD-101320,express,suburb,prepaid,medium,high,clear,morning,False,False,False,True,3125.68,2,6.54,13.9,262,3,24.9,11,0.31,3,0.514,3.39,2,0.7501,high,1
ORD-101321,express,suburb,card_on_delivery,small,normal,snow,evening,False,False,False,False,8172.98,3,15.71,15.5,178,6,15.3,9,0.157,0,0.787,3.35,2,0.666,medium,1
ORD-101322,standard,residential,cash_on_delivery,medium,high,snow,evening,False,False,False,True,8579.1,3,9.67,42.5,990,7,44.4,11,0.064,1,0.784,5.35,3,0.7292,high,1
ORD-101323,same_day,residential,prepaid,medium,severe,clear,day,True,False,True,False,2041.73,3,10.15,12.3,266,6,5.3,8,0.158,0,0.832,3.88,2,0.6069,medium,1
ORD-101324,standard,remote_area,prepaid,medium,severe,clear,evening,True,False,False,False,20373.03,4,32.69,47.0,748,6,24.9,5,0.202,0,0.684,8.48,2,0.8075,high,1
ORD-101325,same_day,residential,card_on_delivery,small,normal,clear,morning,False,False,False,True,1320.18,5,10.29,7.8,180,7,18.6,8,0.637,3,0.827,3.49,3,0.7655,high,1
ORD-101326,standard,industrial,prepaid,large,low,rain,day,False,True,False,False,655.81,5,9.9,54.6,1370,11,35.2,3,0.211,1,0.972,3.31,1,0.0909,low,0
ORD-101327,express,city_center,prepaid,large,normal,rain,evening,False,False,False,False,13252.03,7,12.04,13.9,219,4,46.5,7,0.367,4,0.798,3.36,2,0.844,high,1
ORD-101328,standard,industrial,cash_on_delivery,small,normal,rain,morning,True,False,False,True,6288.78,1,13.56,47.6,1124,5,12.1,5,0.281,0,0.812,4.99,1,0.1432,low,0
ORD-101329,standard,city_center,prepaid,large,normal,clear,day,False,False,True,True,4184.1,4,3.77,46.2,830,4,18.0,9,0.101,2,0.812,3.08,1,0.0716,low,0
ORD-101330,same_day,remote_area,prepaid,small,normal,storm,day,False,False,False,False,6684.55,2,34.92,5.0,56,5,53.4,8,0.373,1,0.524,7.51,1,0.9911,high,1
ORD-101331,express,suburb,card_on_delivery,small,normal,clear,day,True,False,False,True,2188.0,6,26.01,18.1,360,5,18.4,6,0.217,0,0.893,4.31,2,0.4829,medium,0
ORD-101332,express,city_center,prepaid,small,normal,clear,evening,False,False,False,True,988.82,2,0.7,22.2,342,4,5.6,9,0.258,0,0.686,2.3,1,0.3744,low,0
ORD-101333,scheduled,suburb,prepaid,medium,severe,clear,night,True,False,False,False,2598.63,2,12.77,73.7,852,7,74.1,3,0.098,0,0.803,5.47,3,0.0571,low,0
ORD-101334,scheduled,suburb,prepaid,small,high,clear,day,True,False,False,False,2158.32,3,8.51,77.0,1472,6,11.4,6,0.417,0,0.695,4.35,1,0.0338,low,0
ORD-101335,same_day,residential,prepaid,medium,normal,clear,evening,False,False,False,False,1734.82,2,19.35,6.3,126,6,34.7,6,0.256,1,0.707,3.08,3,0.7881,high,1
ORD-101336,standard,residential,prepaid,large,normal,clear,evening,True,False,False,False,2316.83,3,20.95,46.3,1293,5,19.3,5,0.392,0,0.587,3.87,1,0.2749,low,1
ORD-101337,express,suburb,card_on_delivery,medium,normal,clear,evening,False,False,False,False,2341.38,5,36.2,21.4,371,7,4.4,14,0.545,1,0.915,4.97,3,0.9666,high,1
ORD-101338,same_day,suburb,prepaid,large,normal,clear,evening,False,False,False,False,2555.59,5,18.51,4.2,50,6,38.0,8,0.241,0,0.719,4.49,3,0.6612,medium,0
ORD-101339,standard,residential,prepaid,bulky,low,clear,morning,False,False,False,False,4845.53,3,12.37,48.2,759,8,7.5,6,0.266,1,0.636,2.61,3,0.0476,low,0
ORD-101340,standard,industrial,card_on_delivery,medium,high,storm,evening,True,False,True,False,5532.42,2,16.38,49.7,1157,5,18.1,9,0.134,1,0.538,6.13,1,0.7835,high,1
ORD-101341,same_day,residential,prepaid,small,high,clear,morning,False,False,False,False,4558.04,4,4.3,8.7,239,4,24.9,11,0.115,0,0.786,3.6,1,0.6886,high,0
ORD-101342,express,city_center,prepaid,small,normal,clear,morning,False,False,True,False,541.48,4,4.77,17.8,399,12,5.3,5,0.213,1,0.699,2.28,2,0.3796,low,1
ORD-101343,express,suburb,prepaid,medium,high,clear,day,False,False,False,True,1697.67,2,12.5,20.2,407,4,26.3,6,0.265,1,0.929,3.2,2,0.2844,low,0
ORD-101344,scheduled,city_center,prepaid,medium,severe,rain,morning,False,False,False,False,1715.04,5,5.94,70.0,1111,5,41.6,11,0.162,2,0.602,5.58,3,0.0475,low,0
ORD-101345,express,residential,prepaid,medium,high,clear,morning,False,False,False,True,8933.13,4,6.25,17.0,263,3,33.8,7,0.247,3,0.625,4.45,3,0.8272,high,0
ORD-101346,standard,residential,prepaid,medium,severe,clear,day,False,True,False,False,1926.88,2,23.22,49.6,1019,5,9.9,8,0.133,0,0.74,6.19,1,0.6117,medium,0
ORD-101347,standard,residential,cash_on_delivery,medium,normal,rain,morning,False,False,False,True,877.48,3,2.41,48.1,918,6,11.6,3,0.124,0,0.85,3.14,4,0.095,low,0
ORD-101348,standard,residential,cash_on_delivery,small,severe,clear,evening,False,False,False,False,6104.28,3,7.8,45.9,469,8,21.9,7,0.074,0,0.744,5.11,2,0.208,low,0
ORD-101349,standard,suburb,cash_on_delivery,small,severe,clear,night,False,False,False,True,3898.85,6,13.39,50.6,596,4,38.3,11,0.129,1,0.874,5.06,2,0.4765,medium,1
ORD-101350,same_day,residential,prepaid,small,normal,storm,evening,False,False,False,False,23999.85,2,11.85,6.6,111,8,34.8,9,0.33,0,0.744,4.3,2,0.9096,high,1
ORD-101351,same_day,industrial,card_on_delivery,large,low,clear,day,True,False,False,False,1292.26,4,7.85,4.0,73,9,16.9,10,0.129,0,0.895,2.47,1,0.557,medium,0
ORD-101352,standard,suburb,prepaid,medium,low,clear,day,True,False,False,False,3091.89,2,19.6,49.3,735,10,21.4,9,0.137,0,0.864,4.33,2,0.0821,low,0
ORD-101353,standard,residential,prepaid,medium,normal,clear,morning,False,False,False,False,1672.67,2,13.8,49.6,980,8,11.3,7,0.34,0,0.878,4.06,1,0.1627,low,0
ORD-101354,same_day,residential,cash_on_delivery,medium,high,rain,day,False,False,False,True,1675.12,2,17.74,5.9,114,5,12.5,12,0.167,0,0.504,5.43,1,0.9666,high,1
ORD-101355,standard,industrial,card_on_delivery,medium,normal,clear,morning,False,False,False,False,1964.43,3,10.61,48.8,975,9,4.6,11,0.299,3,0.793,3.55,1,0.6814,high,0
ORD-101356,express,city_center,prepaid,small,high,clear,day,False,False,False,False,1597.52,3,8.18,21.6,484,5,27.7,8,0.165,1,0.923,2.95,4,0.1865,low,0
ORD-101357,express,residential,cash_on_delivery,small,high,clear,morning,True,False,False,True,4185.67,7,2.39,12.8,160,6,16.6,10,0.121,0,0.401,3.61,2,0.7142,high,1
ORD-101358,express,industrial,prepaid,small,normal,clear,night,False,False,True,False,3817.1,4,10.32,20.6,384,1,4.6,8,0.198,0,0.726,2.18,1,0.2618,low,0
ORD-101359,standard,suburb,prepaid,small,low,clear,morning,False,False,False,True,3555.85,3,7.69,40.6,773,6,27.8,10,0.317,1,0.771,2.67,2,0.1247,low,0
ORD-101360,express,suburb,prepaid,small,high,clear,day,False,False,False,False,9425.79,4,12.14,15.8,340,7,2.2,7,0.211,1,0.921,3.49,3,0.58,medium,0
ORD-101361,standard,city_center,prepaid,large,normal,clear,morning,True,False,False,False,5533.53,1,4.89,42.6,765,5,14.0,8,0.218,0,0.73,3.3,2,0.1594,low,0
ORD-101362,express,city_center,cash_on_delivery,small,severe,clear,day,False,False,False,False,6813.04,1,4.98,22.3,307,6,4.9,9,0.147,0,0.749,2.71,3,0.3962,medium,0
ORD-101363,standard,residential,prepaid,small,high,storm,evening,False,False,False,False,4109.57,4,10.08,47.1,833,1,76.8,12,0.033,0,0.625,5.16,3,0.1603,low,1
ORD-101364,express,suburb,prepaid,small,normal,rain,morning,True,False,False,True,4591.18,7,8.44,17.9,320,5,58.4,3,0.404,4,0.856,2.59,2,0.6899,high,0
ORD-101365,express,residential,card_on_delivery,small,normal,clear,morning,True,True,True,False,7301.09,4,2.38,17.1,314,9,15.7,7,0.458,0,0.528,1.83,1,0.6924,high,0
ORD-101366,standard,city_center,cash_on_delivery,small,high,clear,morning,False,False,True,True,1544.74,2,0.7,47.5,1198,6,21.7,7,0.304,0,0.851,2.97,4,0.191,low,0
ORD-101367,standard,city_center,cash_on_delivery,small,high,rain,day,False,False,False,True,2229.27,2,2.55,47.6,720,2,133.9,6,0.231,0,0.838,4.45,3,0.0603,low,0
ORD-101368,standard,suburb,cash_on_delivery,small,normal,rain,day,False,False,False,False,3846.33,2,12.36,50.7,978,4,56.2,7,0.247,0,0.769,3.38,1,0.0305,low,0
ORD-101369,standard,suburb,cash_on_delivery,bulky,severe,clear,evening,True,False,False,True,3756.12,1,9.76,48.8,427,12,26.8,13,0.15,0,0.604,4.3,1,0.8374,high,1
ORD-101370,standard,city_center,card_on_delivery,small,normal,clear,evening,False,False,True,False,1253.99,2,6.34,45.7,632,6,28.3,8,0.176,1,0.692,2.68,2,0.1211,low,0
ORD-101371,scheduled,city_center,prepaid,small,low,clear,morning,True,False,False,False,6448.02,2,20.67,66.9,1032,6,59.7,5,0.289,2,0.688,2.43,2,0.025,low,0
ORD-101372,standard,residential,cash_on_delivery,medium,normal,clear,night,False,False,False,True,10717.07,5,7.78,51.6,837,3,6.3,5,0.083,0,0.795,2.97,2,0.0583,low,0
ORD-101373,same_day,city_center,prepaid,small,high,clear,evening,False,False,False,True,10124.78,3,8.05,7.4,171,6,52.7,8,0.251,2,0.885,4.77,4,0.8614,high,1
ORD-101374,scheduled,residential,prepaid,medium,severe,clear,day,False,False,True,False,2164.73,2,9.25,71.1,1641,2,19.6,6,0.252,1,0.875,3.63,1,0.0501,low,0
ORD-101375,standard,city_center,prepaid,medium,low,rain,day,True,False,False,False,6887.38,4,13.67,51.1,415,3,78.3,9,0.132,0,0.731,3.2,3,0.0192,low,0
ORD-101376,express,suburb,prepaid,large,normal,clear,evening,False,False,False,False,2690.87,5,12.41,24.5,414,5,56.5,8,0.167,0,0.362,2.73,2,0.1917,low,0
ORD-101377,same_day,suburb,card_on_delivery,large,normal,clear,day,False,False,False,False,3838.62,1,7.9,6.1,140,5,42.5,8,0.334,1,0.627,2.79,3,0.4484,medium,1
ORD-101378,express,remote_area,cash_on_delivery,medium,high,clear,day,False,False,False,True,8320.99,3,18.34,22.0,423,4,17.2,8,0.134,2,0.734,4.47,4,0.5583,medium,1
ORD-101379,standard,remote_area,prepaid,small,high,clear,morning,False,False,False,True,9951.49,3,30.32,48.1,833,4,6.5,10,0.34,1,0.469,6.57,3,0.7008,high,1
ORD-101380,standard,residential,prepaid,medium,normal,clear,day,False,False,True,True,2613.63,3,6.2,53.4,838,6,11.7,8,0.233,1,0.665,2.86,1,0.056,low,0
ORD-101381,standard,city_center,prepaid,small,high,rain,day,False,False,False,False,2466.43,2,2.09,48.4,158,7,52.5,6,0.345,1,0.905,3.41,3,0.1024,low,0
ORD-101382,express,residential,card_on_delivery,large,high,clear,morning,True,False,False,False,11200.77,1,8.6,16.7,302,9,2.3,9,0.155,0,0.726,3.73,1,0.769,high,1
ORD-101383,scheduled,suburb,prepaid,small,high,clear,evening,False,False,False,False,3375.52,2,20.08,76.1,717,7,48.6,7,0.213,0,0.953,5.4,2,0.0833,low,1
ORD-101384,scheduled,city_center,prepaid,medium,high,clear,morning,True,False,False,False,383.55,3,4.75,72.4,1223,13,7.9,8,0.134,1,0.622,3.1,1,0.2253,low,0
ORD-101385,standard,residential,card_on_delivery,small,low,storm,day,False,False,False,False,5064.3,2,10.07,48.1,1173,4,16.4,10,0.085,0,0.826,3.98,1,0.049,low,0
ORD-101386,express,residential,prepaid,medium,severe,snow,day,False,False,False,False,1996.16,3,29.11,20.6,434,5,10.2,11,0.344,0,0.776,7.41,2,0.973,high,1
ORD-101387,standard,residential,prepaid,small,normal,clear,evening,False,False,False,False,2941.86,3,16.69,47.8,643,8,34.5,6,0.108,2,0.744,3.86,1,0.0511,low,0
ORD-101388,scheduled,suburb,prepaid,small,severe,rain,morning,False,False,False,False,5680.94,6,14.66,66.8,1241,2,35.4,8,0.252,0,0.633,4.35,1,0.0754,low,0
ORD-101389,standard,suburb,prepaid,medium,normal,clear,evening,False,False,False,False,909.86,6,12.58,47.0,1152,9,49.9,7,0.197,1,0.859,2.22,2,0.0335,low,0
ORD-101390,scheduled,residential,card_on_delivery,medium,high,clear,day,False,False,True,True,6458.71,2,19.2,70.2,1168,6,26.7,8,0.073,2,0.949,5.87,3,0.0644,low,1
ORD-101391,same_day,industrial,prepaid,small,normal,clear,morning,False,False,False,True,1168.72,4,41.47,4.0,81,10,75.1,9,0.072,1,0.834,5.41,1,0.9274,high,1
ORD-101392,standard,city_center,prepaid,small,low,rain,morning,True,False,False,False,2085.82,2,18.35,51.2,1028,7,35.5,9,0.087,0,0.73,4.99,2,0.1268,low,0
ORD-101393,standard,city_center,cash_on_delivery,large,severe,snow,day,False,False,False,True,4622.21,1,7.53,46.6,871,5,29.2,10,0.541,1,0.614,4.42,3,0.8408,high,0
ORD-101394,same_day,residential,card_on_delivery,medium,normal,rain,day,True,False,False,True,1446.9,1,5.15,4.6,75,8,15.5,6,0.035,0,0.925,3.11,2,0.8679,high,1
ORD-101395,standard,suburb,prepaid,medium,low,rain,morning,True,False,False,False,1450.66,2,9.02,47.8,1399,5,21.6,3,0.429,3,0.529,3.01,1,0.2325,low,0
ORD-101396,express,suburb,card_on_delivery,medium,high,clear,day,False,False,False,False,4680.87,4,19.86,19.0,489,4,20.9,7,0.336,1,0.884,5.06,1,0.5016,medium,1
ORD-101397,scheduled,city_center,prepaid,medium,normal,snow,day,False,False,False,False,5415.36,4,2.64,73.4,1365,6,10.5,4,0.063,0,0.898,2.98,1,0.0154,low,0
ORD-101398,express,remote_area,prepaid,medium,normal,clear,night,True,False,False,True,3186.69,3,20.57,18.5,304,6,3.8,9,0.226,1,0.764,3.93,1,0.7156,high,1
ORD-101399,standard,residential,card_on_delivery,small,severe,snow,evening,False,False,False,False,5794.48,7,8.87,48.5,989,4,5.9,5,0.522,1,0.55,5.93,1,0.5219,medium,0
ORD-101400,standard,residential,prepaid,medium,normal,clear,morning,False,False,False,True,65000.0,5,4.58,44.5,1243,3,3.2,7,0.514,0,0.802,1.83,2,0.0372,low,0
ORD-101401,standard,suburb,prepaid,medium,low,clear,day,False,False,False,False,1191.09,3,9.34,49.5,976,6,7.9,9,0.498,0,0.917,2.99,1,0.0818,low,1
ORD-101402,scheduled,remote_area,cash_on_delivery,small,high,clear,morning,False,False,False,True,678.89,2,17.72,69.1,1616,7,65.1,6,0.594,1,0.75,3.87,2,0.1008,low,0
ORD-101403,standard,suburb,card_on_delivery,medium,high,clear,day,True,False,False,False,8455.21,2,16.67,51.4,716,9,60.3,6,0.069,0,0.891,4.22,3,0.1404,low,0
ORD-101404,standard,remote_area,cash_on_delivery,small,normal,clear,day,False,False,False,True,1499.77,2,25.29,47.2,970,4,48.5,4,0.224,1,0.655,5.55,2,0.0586,low,0
ORD-101405,standard,city_center,cash_on_delivery,small,normal,rain,evening,False,False,True,False,4803.79,3,11.02,44.1,1144,3,15.9,8,0.186,1,0.649,2.99,2,0.0355,low,1
ORD-101406,scheduled,suburb,prepaid,large,normal,rain,day,True,False,False,False,5740.82,4,24.46,72.7,1689,9,14.5,9,0.325,0,0.882,4.43,2,0.303,low,1
ORD-101407,standard,industrial,card_on_delivery,large,low,clear,evening,True,False,False,False,3547.5,1,10.91,50.3,1240,7,48.5,6,0.146,0,0.636,2.45,3,0.0715,low,0
ORD-101408,same_day,residential,prepaid,small,normal,clear,day,True,False,False,False,4484.51,5,3.24,5.0,86,4,32.1,10,0.296,0,0.953,1.36,2,0.3109,low,0
ORD-101409,express,residential,card_on_delivery,medium,high,clear,day,False,False,False,True,13121.13,5,7.41,19.9,310,7,8.0,11,0.322,1,0.486,3.46,4,0.5167,medium,0
ORD-101410,same_day,remote_area,prepaid,small,normal,clear,morning,False,False,False,True,2300.44,2,24.11,10.3,240,6,14.4,14,0.273,1,0.56,3.32,4,0.8895,high,0
ORD-101411,scheduled,city_center,prepaid,medium,normal,clear,morning,False,False,False,False,9486.11,4,0.7,73.0,1066,7,9.9,10,0.291,0,0.809,1.89,2,0.0068,low,0
ORD-101412,same_day,residential,prepaid,medium,severe,rain,evening,False,False,False,False,1363.13,3,17.64,4.0,102,4,24.7,15,0.192,0,0.594,6.59,1,0.9659,high,1
ORD-101413,scheduled,industrial,card_on_delivery,large,normal,snow,evening,False,False,False,True,4737.23,1,14.15,71.9,1666,3,17.4,7,0.152,0,0.794,5.24,2,0.0189,low,0
ORD-101414,standard,industrial,prepaid,medium,severe,clear,day,True,False,True,False,5245.35,3,24.35,46.5,1292,5,26.0,8,0.056,1,0.732,5.48,3,0.4932,medium,0
ORD-101415,same_day,remote_area,card_on_delivery,small,high,rain,day,True,False,False,False,3438.41,3,22.63,4.0,63,10,12.3,7,0.481,1,0.724,4.08,1,0.9884,high,1
ORD-101416,express,industrial,cash_on_delivery,large,normal,clear,day,False,False,False,True,7537.58,5,7.72,13.9,185,13,4.9,11,0.245,0,0.823,2.85,2,0.6228,medium,1
ORD-101417,express,city_center,card_on_delivery,small,normal,rain,day,False,False,False,False,3761.09,1,6.92,23.4,504,6,14.2,6,0.24,0,0.788,2.78,2,0.2266,low,1
ORD-101418,same_day,remote_area,prepaid,small,low,rain,evening,True,False,False,True,4672.16,1,22.66,4.9,95,4,8.0,7,0.417,3,0.806,4.26,1,0.9677,high,1
ORD-101419,scheduled,residential,prepaid,medium,normal,clear,morning,False,True,False,False,2144.22,4,2.55,71.4,953,9,20.9,2,0.214,2,0.813,2.21,2,0.0109,low,0
ORD-101420,express,suburb,cash_on_delivery,medium,normal,clear,day,False,False,False,True,1722.14,4,35.37,14.3,316,6,5.2,10,0.118,0,0.812,7.2,2,0.8245,high,1
ORD-101421,express,residential,prepaid,small,normal,snow,evening,False,False,False,False,1690.17,2,19.46,24.0,645,11,30.7,8,0.192,1,0.949,6.0,2,0.8293,high,0
ORD-101422,standard,industrial,prepaid,medium,normal,rain,day,False,False,False,False,2299.01,1,22.37,49.2,1329,6,48.1,12,0.06,2,0.673,4.33,2,0.3375,low,0
ORD-101423,standard,suburb,cash_on_delivery,small,high,rain,morning,False,False,True,True,1392.84,5,33.37,47.0,831,6,48.8,8,0.223,0,0.618,7.01,3,0.7147,high,0
ORD-101424,standard,industrial,prepaid,medium,normal,clear,day,True,False,False,False,14776.31,2,10.24,50.4,594,3,16.2,7,0.276,3,0.613,1.97,1,0.1046,low,0
ORD-101425,standard,city_center,prepaid,large,normal,clear,evening,False,False,True,False,2889.9,4,8.22,51.9,774,4,10.7,9,0.39,1,0.98,2.72,1,0.0528,low,0
ORD-101426,standard,city_center,prepaid,medium,low,clear,night,False,False,False,False,3616.2,4,8.96,41.8,561,8,9.6,9,0.168,0,0.516,2.6,2,0.3099,low,1
ORD-101427,standard,residential,prepaid,medium,normal,clear,evening,False,False,False,True,1539.47,4,20.78,51.7,734,2,13.2,5,0.286,0,0.794,4.06,1,0.0847,low,0
ORD-101428,same_day,city_center,prepaid,medium,high,clear,day,False,False,False,False,16870.03,3,1.54,4.0,77,9,31.1,10,0.213,2,0.855,1.75,4,0.7458,high,1
ORD-101429,standard,suburb,card_on_delivery,small,high,clear,evening,False,False,False,True,3007.66,3,13.09,43.1,600,5,11.1,6,0.175,1,0.884,5.16,2,0.497,medium,1
ORD-101430,scheduled,residential,prepaid,large,normal,rain,day,False,False,True,False,2340.52,3,15.87,78.1,755,7,50.4,8,0.256,2,0.687,2.72,1,0.0774,low,0
ORD-101431,express,residential,card_on_delivery,large,normal,clear,day,False,False,False,False,2507.91,1,21.36,19.0,252,6,44.2,8,0.047,1,0.721,4.57,2,0.5265,medium,0
